,Date,Vaar,Sunrise,SunSet,Moonrise,Masa,Paksha,Tithi,Nakshatra,Yoga,Sun,Moon,SuryaNakshatra,TamilYoga,AnandadiYoga,Rahukala_Start,Rahukala_end,Yamaganda_Start,Yamaganda_end,Gulikai_Start,Gulikai_end
322,44153,Wed,23004,64422,33967,Kartika,Shukla,Chaturthi,Mula,Dhriti,Vrishchika,Dhanus,Vishaakha,Marana,Dhawaja,43713,48890,28181,33358,38536,43713
323,44154,Thu,23031,64422,37538,Kartika,Shukla,Panchami,P.shadha,Shuula,Vrishchika,Makara,Vishaakha,Siddha,Dhaatru,48900,54074,23031,28205,33379,38552
324,44155,Fri,23058,64423,40799,Kartika,Shukla,Shashthi,U.shada,Ganda,Vrishchika,Makara,Anuraadha,Siddha,Kaldanda,38570,43741,54082,59252,28229,33399
325,44156,Sat,23086,64426,43732,Kartika,Shukla,Saptami,Shravana,Vriddhi,Vrishchika,Kumbha,Anuraadha,Siddha,Sthira,33421,38588,48923,54091,23086,28253
326,44157,Sun,23114,64429,46370,Kartika,Shukla,Ashtami,Dhanishta,Vyaghata,Vrishchika,Kumbha,Anuraadha,Marana,Mathanga,59265,64429,43772,48936,54100,59265
327,44158,Mon,23143,64434,48778,Kartika,Shukla,Navami,Shatabhisha,Harshana,Vrishchika,Kumbha,Anuraadha,Siddha,Amrutha,28304,33465,38627,43788,48950,54111
328,44159,Tue,23172,64439,51026,Kartika,Shukla,Dashami,P.Bhadrapada,Vajra,Vrishchika,Mina,Anuraadha,Marana,Kala,54122,59281,33489,38647,43806,48964
329,44160,Wed,23201,64446,53184,Kartika,Shukla,Ekadashi,U.Bhadrapada,Vajra,Vrishchika,Mina,Anuraadha,Siddha,Lamba,43824,48979,28357,33513,38668,43824
330,44161,Thu,23231,64454,55318,Kartika,Shukla,Dvadashi,Revati,Siddhi,Vrishchika,Mesha,Anuraadha,Siddha,Mitra,48995,54148,23231,28384,33537,38690
331,44162,Fri,23261,64463,57490,Kartika,Shukla,Dvadashi,Ashvini,Vyatipata,Vrishchika,Mesha,Anuraadha,Amrita,Vajra,38712,43862,54163,59313,28412,33562
332,44163,Sat,23292,64473,59756,Kartika,Shukla,Trayodashi,Bharani,Variyan,Vrishchika,Mesha,Anuraadha,Siddha,Dwanksha,33587,38735,49030,54178,23292,28440
333,44164,Sun,23323,64484,62171,Kartika,Shukla,Chaturdashi,Krittika,Parigha,Vrishchika,Vrishabha,Anuraadha,Siddha,Dhumra,59339,64484,43903,49049,54194,59339
334,44165,Mon,23354,64496,64776,Kartika,Shukla,Purnima,Rohini,Shiva,Vrishchika,Vrishabha,Anuraadha,Amrita,Vardaman,28497,33640,38782,43925,49068,54211
335,44166,Tue,23386,64509,67596,Kartika,Krishna,Prathama,Rohini,Siddha,Vrishchika,Mithuna,Anuraadha,Amrita,Mathanga,54228,59369,33667,38807,43947,49088
336,44167,Wed,23417,64524,70625,Kartika,Krishna,Dvitiiya,Mrigashirsha,Sadhya,Vrishchika,Mithuna,Anuraadha,Siddha,Amrutha,43970,49109,28556,33694,38832,43970
337,44168,Thu,23449,64539,73824,Kartika,Krishna,Tritiiya,Aardra,Shubha,Vrishchika,Mithuna,Jyeshtha,Marana,Kala,49130,54266,23449,28585,33722,38858
338,44169,Fri,23481,64555,77127,Kartika,Krishna,Chaturthi,Punarvasu,Shukla,Vrishchika,Karka,Jyeshtha,Siddha,Lamba,38884,44018,54287,59421,28616,33750
339,44170,Sat,23514,64572,80462,Kartika,Krishna,Panchami,Pushya,Brahma,Vrishchika,Karka,Jyeshtha,Siddha,Mitra,33778,38911,49175,54308,23514,28646
340,44171,Sun,23546,64591,83780,Kartika,Krishna,Shashthi,Aslesha,Aindra,Vrishchika,Simha,Jyeshtha,Siddha,Vajra,59460,64591,44068,49199,54330,59460
341,44172,Mon,23579,64610,0,Kartika,Krishna,Saptami,Magha,Vishkambha,Vrishchika,Simha,Jyeshtha,Marana,Dwanksha,28708,33836,38965,44094,49223,54352
342,44173,Tue,23611,64630,663,Kartika,Krishna,Ashtami,P.Phalguni,Priti,Vrishchika,Kanya,Jyeshtha,Siddha,Dhumra,54375,59503,33866,38993,44121,49248
343,44174,Wed,23644,64651,3928,Kartika,Krishna,Navami,U.Phalguni,Aayushman,Vrishchika,Kanya,Jyeshtha,Amrita,Vardaman,44147,49273,28770,33896,39022,44147
344,44175,Thu,23677,64673,7220,Kartika,Krishna,Dashami,Hasta,Saubhagya,Vrishchika,Tula,Jyeshtha,Siddha,Rakshasa,49299,54424,23677,28801,33926,39050
345,44176,Fri,23709,64696,10595,Kartika,Krishna,Ekadashi,Chitra,Shobhana,Vrishchika,Tula,Jyeshtha,Siddha,Musala,39079,44203,54449,59572,28833,33956
346,44177,Sat,23742,64719,14107,Kartika,Krishna,Dvadashi,Vishaakha,Atiganda,Vrishchika,Vrishchika,Jyeshtha,Siddha,Subha,33986,39108,49353,54475,23742,28864
347,44178,Sun,23774,64744,17784,Kartika,Krishna,Chaturdashi,Anuraadha,Sukarman,Vrishchika,Vrishchika,Jyeshtha,Marana,Mrutyu,59623,64744,44259,49380,54502,59623
348,44179,Mon,23807,64769,21602,Kartika,Krishna,Amavasya,Jyeshtha,Shuula,Vrishchika,Dhanus,Jyeshtha,Siddha,Padma,28927,34047,39168,44288,49408,54529
349,44180,Tue,23839,64795,25467,Margasira,Shukla,Prathama,Mula,Ganda,Dhanus,Dhanus,Jyeshtha,Amrita,Chatra,54556,59676,34078,39197,44317,49437
350,44181,Wed,23871,64822,29228,Margasira,Shukla,Dvitiiya,P.shadha,Vriddhi,Dhanus,Dhanus,Mula,Amrita,Sreevatsa,44346,49465,28990,34109,39227,44346
351,44182,Thu,23903,64849,32741,Margasira,Shukla,Tritiiya,U.shada,Dhruva,Dhanus,Makara,Mula,Siddha,Sowmya,49494,54613,23903,29021,34139,39258
352,44183,Fri,23934,64877,35926,Margasira,Shukla,Chaturthi,Shravana,Vyaghata,Dhanus,Makara,Mula,Marana,Dhumra,39288,44406,54641,59759,29052,34170
353,44184,Sat,23965,64906,38777,Margasira,Shukla,Panchami,Dhanishta,Harshana,Dhanus,Kumbha,Mula,Siddha,Vardaman,34200,39318,49553,54671,23965,29083
354,44185,Sun,23996,64935,41344,Margasira,Shukla,Shashthi,Shatabhisha,Vajra,Dhanus,Kumbha,Mula,Siddha,Rakshasa,59817,64935,44465,49583,54700,59817
355,44186,Mon,24026,64965,43696,Margasira,Shukla,Saptami,P.Bhadrapada,Siddhi,Dhanus,Mina,Mula,Marana,Musala,29143,34261,39378,44495,49613,54730
356,44187,Tue,24056,64995,45910,Margasira,Shukla,Ashtami,U.Bhadrapada,Vyatipata,Dhanus,Mina,Mula,Amrita,Siddha,54760,59877,34290,39408,44525,49643
357,44188,Wed,24085,65025,48059,Margasira,Shukla,Navami,Revati,Variyan,Dhanus,Mina,Mula,Marana,Utpatha,44555,49673,29203,34320,39438,44555
358,44189,Thu,24114,65056,50211,Margasira,Shukla,Dashami,Ashvini,Parigha,Dhanus,Mesha,Mula,Amrita,Manasa,49703,54821,24114,29232,34349,39467
359,44190,Fri,24142,65088,52431,Margasira,Shukla,Ekadashi,Ashvini,Shiva,Dhanus,Mesha,Mula,Amrita,Vajra,39497,44615,54851,59970,29260,34379
360,44191,Sat,24170,65120,54780,Margasira,Shukla,Dvadashi,Bharani,Siddha,Dhanus,Vrishabha,Mula,Siddha,Dwanksha,34407,39526,49763,54882,24170,29288
361,44192,Sun,24197,65152,57312,Margasira,Shukla,Trayodashi,Krittika,Sadhya,Dhanus,Vrishabha,Mula,Siddha,Dhumra,60032,65152,44674,49794,54913,60032
362,44193,Mon,24223,65184,60065,Margasira,Shukla,Chaturdashi,Rohini,Shubha,Dhanus,Vrishabha,Mula,Amrita,Vardaman,29343,34463,39584,44704,49824,54944
363,44194,Tue,24249,65217,63051,Margasira,Shukla,Chaturdashi,Mrigashirsha,Shukla,Dhanus,Mithuna,P.shadha,Siddha,Rakshasa,54975,60096,34491,39612,44733,49854
364,44195,Wed,24274,65250,66244,Margasira,Shukla,Purnima,Aardra,Brahma,Dhanus,Mithuna,P.shadha,Siddha,Musala,44762,49884,29396,34518,39640,44762
365,44196,Thu,24298,65283,69577,Margasira,Krishna,Prathama,Punarvasu,Aindra,Dhanus,Karka,P.shadha,Amrita,Siddha,49914,55037,24298,29421,34544,39668
