,Date,Vaar,Sunrise,SunSet,Moonrise,Masa,Paksha,Tithi,Nakshatra,Yoga,Sun,Moon,SuryaNakshatra,TamilYoga,AnandadiYoga,Rahukala_Start,Rahukala_end,Yamaganda_Start,Yamaganda_end,Gulikai_Start,Gulikai_end
143,24/05/2021,Mon,21514,67321,59959,Vaishakha,Shukla,Trayodashi,Chitra,Vyatipata,Vrishabha,Tula,Krittika,Marana,Mudgara,27239,32965,38691,44417,50143,55869
144,25/05/2021,Tue,21508,67338,63655,Vaishakha,Shukla,Chaturdashi,Svaati,Variyan,Vrishabha,Vrishchika,Krittika,Siddha,Dhawaja,55881,61609,32966,38694,44423,50152
145,26/05/2021,Wed,21503,67355,67541,Vaishakha,Shukla,Purnima,Anuraadha,Shiva,Vrishabha,Vrishchika,Rohini,Siddha,Sowmya,44429,50161,27235,32966,38698,44429
146,27/05/2021,Thu,21500,67372,71538,Vaishakha,Krishna,Prathama,Jyeshtha,Siddha,Vrishabha,Dhanus,Rohini,Marana,Kaldanda,50170,55904,21500,27234,32968,38702
147,28/05/2021,Fri,21497,67390,75488,Vaishakha,Krishna,Dvitiiya,Mula,Sadhya,Vrishabha,Dhanus,Rohini,Amrita,Sthira,38706,44443,55916,61653,27233,32970
148,29/05/2021,Sat,21494,67407,79213,Vaishakha,Krishna,Tritiiya,P.shadha,Shubha,Vrishabha,Makara,Rohini,Siddha,Mathanga,32972,38712,50190,55929,21494,27233
149,30/05/2021,Sun,21493,67424,82593,Vaishakha,Krishna,Panchami,U.shada,Shukla,Vrishabha,Makara,Rohini,Amrita,Amrutha,61683,67424,44459,50200,55942,61683
150,31/05/2021,Mon,21492,67442,85602,Vaishakha,Krishna,Shashthi,Shravana,Brahma,Vrishabha,Makara,Rohini,Amrita,Siddha,27236,32980,38723,44467,50211,55955
151,01/06/2021,Tue,21493,67459,0,Vaishakha,Krishna,Saptami,Dhanishta,Vaidhriti,Vrishabha,Kumbha,Rohini,Siddha,Utpatha,55968,61714,32984,38730,44476,50222
152,02/06/2021,Wed,21494,67477,1883,Vaishakha,Krishna,Ashtami,Shatabhisha,Vishkambha,Vrishabha,Kumbha,Rohini,Siddha,Manasa,44485,50233,27242,32990,38737,44485
153,03/06/2021,Thu,21496,67495,4311,Vaishakha,Krishna,Navami,P.Bhadrapada,Priti,Vrishabha,Mina,Rohini,Siddha,Mudgara,50245,55995,21496,27245,32995,38745
154,04/06/2021,Fri,21498,67512,6569,Vaishakha,Krishna,Dashami,U.Bhadrapada,Aayushman,Vrishabha,Mina,Rohini,Siddha,Dhawaja,38753,44505,56009,61760,27250,33002
155,05/06/2021,Sat,21502,67530,8736,Vaishakha,Krishna,Ekadashi,Revati,Saubhagya,Vrishabha,Mesha,Rohini,Marana,Dhaatru,33009,38762,50269,56023,21502,27255
156,06/06/2021,Sun,21506,67547,10882,Vaishakha,Krishna,Ekadashi,Ashvini,Shobhana,Vrishabha,Mesha,Rohini,Siddha,Ananda,61792,67547,44526,50282,56037,61792
157,07/06/2021,Mon,21510,67565,13071,Vaishakha,Krishna,Dvadashi,Bharani,Atiganda,Vrishabha,Mesha,Rohini,Siddha,Chara,27267,33024,38781,44538,50294,56051
158,08/06/2021,Tue,21516,67582,15363,Vaishakha,Krishna,Trayodashi,Krittika,Sukarman,Vrishabha,Vrishabha,Rohini,Siddha,Gadha,56065,61824,33032,38791,44549,50307
159,09/06/2021,Wed,21522,67599,17807,Vaishakha,Krishna,Chaturdashi,Krittika,Sukarman,Vrishabha,Vrishabha,Mrigashirsha,Amrita,Siddha,44561,50320,27282,33041,38801,44561
160,10/06/2021,Thu,21529,67616,20440,Vaishakha,Krishna,Amavasya,Rohini,Dhriti,Vrishabha,Vrishabha,Mrigashirsha,Marana,Utpatha,50333,56094,21529,27290,33051,38812
161,11/06/2021,Fri,21537,67632,23275,Jyeshtha,Shukla,Prathama,Mrigashirsha,Shuula,Vrishabha,Mithuna,Mrigashirsha,Siddha,Manasa,38823,44585,56108,61870,27299,33061
162,12/06/2021,Sat,21545,67649,26295,Jyeshtha,Shukla,Dvitiiya,Aardra,Ganda,Vrishabha,Mithuna,Mrigashirsha,Siddha,Mudgara,33071,38834,50360,56123,21545,27308
163,13/06/2021,Sun,21554,67665,29450,Jyeshtha,Shukla,Tritiiya,Punarvasu,Vriddhi,Vrishabha,Karka,Mrigashirsha,Siddha,Dhawaja,61901,67665,44609,50373,56137,61901
164,14/06/2021,Mon,21563,67681,32672,Jyeshtha,Shukla,Chaturthi,Pushya,Dhruva,Vrishabha,Karka,Mrigashirsha,Siddha,Dhaatru,27328,33092,38857,44622,50387,56151
165,15/06/2021,Tue,21573,67696,35899,Jyeshtha,Shukla,Panchami,Aslesha,Vyaghata,Mithuna,Simha,Mrigashirsha,Siddha,Ananda,56166,61931,33104,38869,44635,50400
166,16/06/2021,Wed,21583,67712,39092,Jyeshtha,Shukla,Shashthi,Magha,Harshana,Mithuna,Simha,Mrigashirsha,Siddha,Chara,44647,50414,27349,33115,38881,44647
167,17/06/2021,Thu,21594,67726,42250,Jyeshtha,Shukla,Saptami,P.Phalguni,Vajra,Mithuna,Simha,Mrigashirsha,Siddha,Gadha,50427,56193,21594,27361,33127,38894
168,18/06/2021,Fri,21606,67741,45401,Jyeshtha,Shukla,Ashtami,U.Phalguni,Vyatipata,Mithuna,Kanya,Mrigashirsha,Siddha,Subha,38906,44673,56207,61974,27373,33140
169,19/06/2021,Sat,21618,67755,48597,Jyeshtha,Shukla,Navami,Hasta,Variyan,Mithuna,Kanya,Mrigashirsha,Marana,Mrutyu,33152,38919,50453,56220,21618,27385
170,20/06/2021,Sun,21630,67768,51904,Jyeshtha,Shukla,Dashami,Chitra,Parigha,Mithuna,Tula,Mrigashirsha,Siddha,Padma,62001,67768,44699,50466,56234,62001
171,21/06/2021,Mon,21643,67781,55386,Jyeshtha,Shukla,Ekadashi,Svaati,Shiva,Mithuna,Tula,Mrigashirsha,Amrita,Chatra,27410,33177,38945,44712,50479,56247
172,22/06/2021,Tue,21656,67794,59082,Jyeshtha,Shukla,Dvadashi,Vishaakha,Siddha,Mithuna,Vrishchika,Aardra,Marana,Sreevatsa,56259,62027,33190,38958,44725,50492
173,23/06/2021,Wed,21669,67806,62974,Jyeshtha,Shukla,Trayodashi,Anuraadha,Sadhya,Mithuna,Vrishchika,Aardra,Siddha,Sowmya,44738,50505,27436,33204,38971,44738
174,24/06/2021,Thu,21683,67817,66956,Jyeshtha,Shukla,Purnima,Jyeshtha,Shubha,Mithuna,Dhanus,Aardra,Marana,Kaldanda,50517,56284,21683,27450,33217,38984
175,25/06/2021,Fri,21697,67828,70851,Jyeshtha,Krishna,Prathama,Mula,Brahma,Mithuna,Dhanus,Aardra,Amrita,Sthira,38996,44763,56296,62062,27464,33230
176,26/06/2021,Sat,21712,67839,74483,Jyeshtha,Krishna,Dvitiiya,U.shada,Aindra,Mithuna,Makara,Aardra,Siddha,Rakshasa,33244,39009,50541,56307,21712,27478
177,27/06/2021,Sun,21727,67848,77754,Jyeshtha,Krishna,Tritiiya,Shravana,Vaidhriti,Mithuna,Makara,Aardra,Amrita,Gadha,62083,67848,44788,50553,56318,62083
178,28/06/2021,Mon,21742,67858,80661,Jyeshtha,Krishna,Chaturthi,Dhanishta,Vishkambha,Mithuna,Kumbha,Aardra,Siddha,Subha,27506,33271,39035,44800,50564,56329
179,29/06/2021,Tue,21757,67866,83262,Jyeshtha,Krishna,Panchami,Shatabhisha,Priti,Mithuna,Kumbha,Aardra,Marana,Mrutyu,56339,62103,33284,39048,44812,50575
180,30/06/2021,Wed,21773,67874,85639,Jyeshtha,Krishna,Shashthi,P.Bhadrapada,Aayushman,Mithuna,Mina,Aardra,Amrita,Padma,44823,50586,27535,33298,39061,44823
181,01/07/2021,Thu,21788,67881,0,Jyeshtha,Krishna,Saptami,U.Bhadrapada,Saubhagya,Mithuna,Mina,Aardra,Siddha,Chatra,50597,56358,21788,27550,33312,39073
182,02/07/2021,Fri,21804,67888,1475,Jyeshtha,Krishna,Ashtami,Revati,Shobhana,Mithuna,Mina,Aardra,Amrita,Sreevatsa,39086,44846,56367,62128,27565,33325
183,03/07/2021,Sat,21821,67894,3648,Jyeshtha,Krishna,Navami,Revati,Atiganda,Mithuna,Mesha,Aardra,Marana,Dhaatru,33339,39098,50616,56376,21821,27580
184,04/07/2021,Sun,21837,67899,5831,Jyeshtha,Krishna,Dashami,Ashvini,Sukarman,Mithuna,Mesha,Aardra,Siddha,Ananda,62141,67899,44868,50626,56384,62141
185,05/07/2021,Mon,21853,67904,8087,Jyeshtha,Krishna,Ekadashi,Bharani,Dhriti,Mithuna,Vrishabha,Aardra,Siddha,Chara,27609,33366,39122,44878,50635,56391
186,06/07/2021,Tue,21870,67907,10475,Jyeshtha,Krishna,Dvadashi,Krittika,Shuula,Mithuna,Vrishabha,Punarvasu,Siddha,Gadha,56398,62153,33379,39134,44888,50643
187,07/07/2021,Wed,21886,67910,13042,Jyeshtha,Krishna,Trayodashi,Rohini,Ganda,Mithuna,Vrishabha,Punarvasu,Siddha,Subha,44898,50651,27639,33392,39145,44898
188,08/07/2021,Thu,21903,67913,15817,Jyeshtha,Krishna,Chaturdashi,Mrigashirsha,Vriddhi,Mithuna,Mithuna,Punarvasu,Marana,Mrutyu,50659,56410,21903,27654,33405,39156
189,09/07/2021,Fri,21919,67914,18796,Jyeshtha,Krishna,Amavasya,Aardra,Dhruva,Mithuna,Mithuna,Punarvasu,Siddha,Padma,39167,44917,56415,62165,27668,33418
190,10/07/2021,Sat,21936,67915,21941,Jyeshtha,Krishna,Amavasya,Punarvasu,Vyaghata,Mithuna,Karka,Punarvasu,Siddha,Chatra,33430,39178,50672,56420,21936,27683
191,11/07/2021,Sun,21952,67914,25184,Ashaadha,Shukla,Prathama,Pushya,Harshana,Mithuna,Karka,Punarvasu,Siddha,Sreevatsa,62169,67914,44933,50679,56424,62169
192,12/07/2021,Mon,21968,67913,28450,Ashaadha,Shukla,Dvitiiya,Aslesha,Vajra,Mithuna,Karka,Punarvasu,Siddha,Sowmya,27712,33455,39198,44941,50684,56427
193,13/07/2021,Tue,21985,67911,31682,Ashaadha,Shukla,Tritiiya,Magha,Siddhi,Mithuna,Simha,Punarvasu,Siddha,Kaldanda,56430,62171,33466,39207,44948,50689
194,14/07/2021,Wed,22001,67909,34856,Ashaadha,Shukla,Chaturthi,P.Phalguni,Vyatipata,Mithuna,Simha,Punarvasu,Amrita,Sthira,44955,50693,27739,33478,39216,44955
195,15/07/2021,Thu,22017,67905,37988,Ashaadha,Shukla,Panchami,U.Phalguni,Variyan,Mithuna,Kanya,Punarvasu,Marana,Mathanga,50697,56433,22017,27753,33489,39225
196,16/07/2021,Fri,22033,67901,41117,Ashaadha,Shukla,Saptami,Hasta,Parigha,Karka,Kanya,Punarvasu,Amrita,Amrutha,39233,44967,56434,62167,27766,33500
197,17/07/2021,Sat,22048,67895,44305,Ashaadha,Shukla,Ashtami,Chitra,Shiva,Karka,Tula,Punarvasu,Marana,Kala,33510,39241,50703,56433,22048,27779
198,18/07/2021,Sun,22064,67889,47617,Ashaadha,Shukla,Navami,Svaati,Sadhya,Karka,Tula,Punarvasu,Siddha,Lamba,62161,67889,44976,50704,56433,62161
199,19/07/2021,Mon,22079,67882,51107,Ashaadha,Shukla,Dashami,Vishaakha,Shubha,Karka,Vrishchika,Punarvasu,Marana,Mitra,27804,33530,39255,44980,50706,56431
200,20/07/2021,Tue,22094,67874,54797,Ashaadha,Shukla,Ekadashi,Anuraadha,Shukla,Karka,Vrishchika,Pushya,Siddha,Vajra,56429,62151,33539,39261,44984,50706
201,21/07/2021,Wed,22109,67865,58641,Ashaadha,Shukla,Dvadashi,Jyeshtha,Brahma,Karka,Dhanus,Pushya,Siddha,Dwanksha,44987,50706,27828,33548,39267,44987
202,22/07/2021,Thu,22123,67855,62514,Ashaadha,Shukla,Trayodashi,Mula,Aindra,Karka,Dhanus,Pushya,Siddha,Dhumra,50705,56422,22123,27840,33556,39273
203,23/07/2021,Fri,22137,67844,66245,Ashaadha,Shukla,Chaturdashi,P.shadha,Vaidhriti,Karka,Makara,Pushya,Marana,Vardaman,39277,44991,56417,62131,27851,33564
204,24/07/2021,Sat,22151,67832,69693,Ashaadha,Shukla,Purnima,U.shada,Vishkambha,Karka,Makara,Pushya,Siddha,Rakshasa,33572,39282,50702,56412,22151,27861
205,25/07/2021,Sun,22165,67820,72798,Ashaadha,Krishna,Dvitiiya,Shravana,Aayushman,Karka,Kumbha,Pushya,Amrita,Gadha,62113,67820,44992,50699,56406,62113
206,26/07/2021,Mon,22178,67806,75579,Ashaadha,Krishna,Tritiiya,Dhanishta,Saubhagya,Karka,Kumbha,Pushya,Siddha,Subha,27882,33585,39289,44992,50696,56399
207,27/07/2021,Tue,22191,67792,78099,Ashaadha,Krishna,Chaturthi,Shatabhisha,Shobhana,Karka,Kumbha,Pushya,Marana,Mrutyu,56392,62092,33591,39292,44992,50692
208,28/07/2021,Wed,22204,67777,80436,Ashaadha,Krishna,Panchami,P.Bhadrapada,Atiganda,Karka,Mina,Pushya,Amrita,Padma,44990,50687,27901,33597,39294,44990
209,29/07/2021,Thu,22216,67761,82671,Ashaadha,Krishna,Shashthi,U.Bhadrapada,Sukarman,Karka,Mina,Pushya,Siddha,Chatra,50682,56375,22216,27909,33602,39296
210,30/07/2021,Fri,22228,67744,84875,Ashaadha,Krishna,Saptami,Revati,Dhriti,Karka,Mesha,Pushya,Amrita,Sreevatsa,39297,44986,56365,62055,27918,33607
211,31/07/2021,Sat,22240,67726,0,Ashaadha,Krishna,Ashtami,Ashvini,Shuula,Karka,Mesha,Pushya,Siddha,Sowmya,33612,39297,50669,56355,22240,27926
212,01/08/2021,Sun,22251,67708,719,Ashaadha,Krishna,Ashtami,Bharani,Ganda,Karka,Mesha,Pushya,Marana,Kaldanda,62026,67708,44980,50662,56344,62026
213,02/08/2021,Mon,22262,67689,3063,Ashaadha,Krishna,Navami,Krittika,Vriddhi,Karka,Vrishabha,Pushya,Marana,Sthira,27941,33619,39297,44975,50654,56332
214,03/08/2021,Tue,22273,67668,5562,Ashaadha,Krishna,Dashami,Rohini,Dhruva,Karka,Vrishabha,Aslesha,Amrita,Mathanga,56320,61994,33622,39296,44971,50645
215,04/08/2021,Wed,22283,67647,8256,Ashaadha,Krishna,Ekadashi,Mrigashirsha,Vyaghata,Karka,Mithuna,Aslesha,Siddha,Amrutha,44965,50636,27954,33624,39295,44965
216,05/08/2021,Thu,22293,67626,11161,Ashaadha,Krishna,Dvadashi,Aardra,Harshana,Karka,Mithuna,Aslesha,Marana,Kala,50626,56293,22293,27960,33626,39293
217,06/08/2021,Fri,22303,67603,14259,Ashaadha,Krishna,Trayodashi,Aardra,Vajra,Karka,Mithuna,Aslesha,Siddha,Padma,39290,44953,56278,61941,27965,33628
218,07/08/2021,Sat,22312,67580,17497,Ashaadha,Krishna,Chaturdashi,Punarvasu,Siddhi,Karka,Karka,Aslesha,Siddha,Chatra,33629,39287,50604,56263,22312,27970
219,08/08/2021,Sun,22321,67556,20801,Ashaadha,Krishna,Amavasya,Pushya,Vyatipata,Karka,Karka,Aslesha,Siddha,Sreevatsa,61901,67556,44938,50593,56247,61901
220,09/08/2021,Mon,22329,67531,24099,Shravana,Shukla,Prathama,Aslesha,Variyan,Karka,Simha,Aslesha,Siddha,Sowmya,27979,33630,39280,44930,50580,56230
221,10/08/2021,Tue,22337,67505,27349,Shravana,Shukla,Dvitiiya,Magha,Parigha,Karka,Simha,Aslesha,Siddha,Kaldanda,56213,61859,33629,39275,44921,50567
222,11/08/2021,Wed,22345,67478,30545,Shravana,Shukla,Tritiiya,P.Phalguni,Shiva,Karka,Kanya,Aslesha,Amrita,Sthira,44912,50553,27987,33628,39270,44912
223,12/08/2021,Thu,22352,67451,33711,Shravana,Shukla,Chaturthi,U.Phalguni,Siddha,Karka,Kanya,Aslesha,Marana,Mathanga,50539,56176,22352,27990,33627,39264
224,13/08/2021,Fri,22359,67423,36896,Shravana,Shukla,Panchami,Hasta,Sadhya,Karka,Tula,Aslesha,Amrita,Amrutha,39258,44891,56157,61790,27992,33625
225,14/08/2021,Sat,22365,67395,40158,Shravana,Shukla,Shashthi,Chitra,Shubha,Karka,Tula,Aslesha,Marana,Kala,33623,39251,50509,56137,22365,27994
226,15/08/2021,Sun,22371,67365,43551,Shravana,Shukla,Saptami,Vishaakha,Shukla,Karka,Vrishchika,Aslesha,Marana,Utpatha,61741,67365,44868,50492,56117,61741
227,16/08/2021,Mon,22377,67335,47106,Shravana,Shukla,Ashtami,Anuraadha,Aindra,Karka,Vrishchika,Aslesha,Siddha,Manasa,27997,33617,39236,44856,50476,56096
228,17/08/2021,Tue,22382,67304,50808,Shravana,Shukla,Dashami,Jyeshtha,Vaidhriti,Simha,Vrishchika,Magha,Siddha,Mudgara,56074,61689,33613,39228,44843,50459
229,18/08/2021,Wed,22387,67273,54575,Shravana,Shukla,Ekadashi,Mula,Vishkambha,Simha,Dhanus,Magha,Marana,Dhawaja,44830,50441,27998,33609,39219,44830
230,19/08/2021,Thu,22392,67241,58272,Shravana,Shukla,Dvadashi,P.shadha,Priti,Simha,Dhanus,Magha,Siddha,Dhaatru,50422,56028,22392,27998,33604,39210
231,20/08/2021,Fri,22396,67208,61763,Shravana,Shukla,Trayodashi,U.shada,Aayushman,Simha,Makara,Magha,Siddha,Ananda,39200,44802,56005,61607,27997,33599
232,21/08/2021,Sat,22399,67175,64961,Shravana,Shukla,Chaturdashi,Shravana,Saubhagya,Simha,Makara,Magha,Siddha,Sthira,33593,39190,50384,55981,22399,27996
233,22/08/2021,Sun,22403,67141,67852,Shravana,Shukla,Purnima,Dhanishta,Shobhana,Simha,Kumbha,Magha,Marana,Mathanga,61549,67141,44772,50364,55956,61549
234,23/08/2021,Mon,22406,67106,70477,Shravana,Krishna,Prathama,Shatabhisha,Atiganda,Simha,Kumbha,Magha,Siddha,Amrutha,27993,33581,39169,44756,50344,55931
235,24/08/2021,Tue,22409,67071,72900,Shravana,Krishna,Dvitiiya,P.Bhadrapada,Sukarman,Simha,Mina,Magha,Marana,Kala,55906,61489,33574,39157,44740,50323
236,25/08/2021,Wed,22411,67036,75195,Shravana,Krishna,Tritiiya,U.Bhadrapada,Shuula,Simha,Mina,Magha,Siddha,Lamba,44723,50302,27989,33567,39145,44723
237,26/08/2021,Thu,22413,67000,77432,Shravana,Krishna,Chaturthi,Revati,Ganda,Simha,Mesha,Magha,Siddha,Mitra,50280,55853,22413,27987,33560,39133
238,27/08/2021,Fri,22415,66964,79678,Shravana,Krishna,Panchami,Ashvini,Vriddhi,Simha,Mesha,Magha,Amrita,Vajra,39121,44689,55826,61395,27984,33552
239,28/08/2021,Sat,22417,66927,81993,Shravana,Krishna,Shashthi,Bharani,Dhruva,Simha,Mesha,Magha,Siddha,Dwanksha,33544,39108,50235,55799,22417,27980
240,29/08/2021,Sun,22418,66889,84435,Shravana,Krishna,Saptami,Krittika,Dhruva,Simha,Vrishabha,Magha,Siddha,Dhumra,61330,66889,44654,50213,55771,61330
241,30/08/2021,Mon,22419,66852,0,Shravana,Krishna,Ashtami,Krittika,Vyaghata,Simha,Vrishabha,Magha,Marana,Sthira,27973,33527,39081,44635,50189,55743
242,31/08/2021,Tue,22420,66813,647,Shravana,Krishna,Navami,Rohini,Harshana,Simha,Mithuna,P.Phalguni,Amrita,Mathanga,55715,61264,33518,39067,44617,50166
243,01/09/2021,Wed,22421,66775,3456,Shravana,Krishna,Dashami,Mrigashirsha,Vajra,Simha,Mithuna,P.Phalguni,Siddha,Amrutha,44598,50142,27965,33509,39053,44598
244,02/09/2021,Thu,22421,66736,6464,Shravana,Krishna,Dashami,Aardra,Siddhi,Simha,Mithuna,P.Phalguni,Marana,Kala,50118,55657,22421,27960,33500,39039
245,03/09/2021,Fri,22421,66697,9637,Shravana,Krishna,Ekadashi,Punarvasu,Vyatipata,Simha,Karka,P.Phalguni,Siddha,Lamba,39025,44559,55628,61162,27956,33490
246,04/09/2021,Sat,22421,66657,12917,Shravana,Krishna,Dvadashi,Pushya,Variyan,Simha,Karka,P.Phalguni,Siddha,Mitra,33480,39010,50069,55598,22421,27951
247,05/09/2021,Sun,22421,66618,16236,Shravana,Krishna,Trayodashi,Aslesha,Parigha,Simha,Simha,P.Phalguni,Siddha,Vajra,61093,66618,44519,50044,55569,61093
248,06/09/2021,Mon,22421,66578,19543,Shravana,Krishna,Chaturdashi,Magha,Shiva,Simha,Simha,P.Phalguni,Marana,Dwanksha,27941,33460,38980,44499,50019,55538
249,07/09/2021,Tue,22421,66537,22813,Shravana,Krishna,Amavasya,P.Phalguni,Sadhya,Simha,Kanya,P.Phalguni,Siddha,Dhumra,55508,61023,33450,38964,44479,49993
250,08/09/2021,Wed,22420,66497,26057,Bhadrapada,Shukla,Dvitiiya,U.Phalguni,Shubha,Simha,Kanya,P.Phalguni,Amrita,Vardaman,44458,49968,27930,33439,38949,44458
251,09/09/2021,Thu,22419,66456,29310,Bhadrapada,Shukla,Tritiiya,Hasta,Shukla,Simha,Kanya,P.Phalguni,Siddha,Rakshasa,49942,55447,22419,27924,33429,38933
252,10/09/2021,Fri,22419,66415,32619,Bhadrapada,Shukla,Chaturthi,Chitra,Brahma,Simha,Tula,P.Phalguni,Siddha,Musala,38917,44417,55416,60915,27918,33418
253,11/09/2021,Sat,22418,66374,36034,Bhadrapada,Shukla,Panchami,Svaati,Aindra,Simha,Tula,P.Phalguni,Amrita,Siddha,33407,38901,49890,55385,22418,27912
254,12/09/2021,Sun,22417,66332,39585,Bhadrapada,Shukla,Shashthi,Vishaakha,Vaidhriti,Simha,Vrishchika,P.Phalguni,Marana,Utpatha,60843,66332,44375,49864,55354,60843
255,13/09/2021,Mon,22416,66291,43261,Bhadrapada,Shukla,Saptami,Anuraadha,Vishkambha,Simha,Vrishchika,P.Phalguni,Siddha,Manasa,27900,33385,38869,44353,49838,55322
256,14/09/2021,Tue,22415,66249,46995,Bhadrapada,Shukla,Ashtami,Jyeshtha,Aayushman,Simha,Dhanus,U.Phalguni,Siddha,Mudgara,55291,60770,33373,38853,44332,49811
257,15/09/2021,Wed,22413,66208,50671,Bhadrapada,Shukla,Navami,P.shadha,Saubhagya,Simha,Dhanus,U.Phalguni,Amrita,Sreevatsa,44311,49785,27888,33362,38836,44311
258,16/09/2021,Thu,22412,66166,54163,Bhadrapada,Shukla,Dashami,U.shada,Shobhana,Simha,Makara,U.Phalguni,Siddha,Sowmya,49758,55228,22412,27881,33351,38820
259,17/09/2021,Fri,22411,66124,57386,Bhadrapada,Shukla,Ekadashi,Shravana,Atiganda,Kanya,Makara,U.Phalguni,Marana,Dhumra,38803,44268,55196,60660,27875,33339
260,18/09/2021,Sat,22410,66083,60315,Bhadrapada,Shukla,Dvadashi,Dhanishta,Sukarman,Kanya,Kumbha,U.Phalguni,Siddha,Vardaman,33328,38787,49705,55164,22410,27869
261,19/09/2021,Sun,22409,66041,62980,Bhadrapada,Shukla,Chaturdashi,Shatabhisha,Dhriti,Kanya,Kumbha,U.Phalguni,Siddha,Rakshasa,60587,66041,44225,49679,55133,60587
262,20/09/2021,Mon,22407,65999,65439,Bhadrapada,Shukla,Purnima,P.Bhadrapada,Shuula,Kanya,Mina,U.Phalguni,Marana,Musala,27856,33305,38754,44203,49652,55101
263,21/09/2021,Tue,22406,65957,67759,Bhadrapada,Krishna,Prathama,U.Bhadrapada,Ganda,Kanya,Mina,U.Phalguni,Amrita,Siddha,55070,60513,33294,38738,44182,49626
264,22/09/2021,Wed,22405,65916,70007,Bhadrapada,Krishna,Dvitiiya,Revati,Vriddhi,Kanya,Mina,U.Phalguni,Marana,Utpatha,44161,49599,27844,33283,38722,44161
265,23/09/2021,Thu,22405,65874,72247,Bhadrapada,Krishna,Dvitiiya,Revati,Dhruva,Kanya,Mesha,U.Phalguni,Siddha,Mitra,49573,55007,22405,27838,33272,38706
266,24/09/2021,Fri,22404,65833,74538,Bhadrapada,Krishna,Tritiiya,Ashvini,Vyaghata,Kanya,Mesha,U.Phalguni,Amrita,Vajra,38690,44118,54976,60404,27833,33261
267,25/09/2021,Sat,22403,65792,76934,Bhadrapada,Krishna,Chaturthi,Bharani,Harshana,Kanya,Vrishabha,U.Phalguni,Siddha,Dwanksha,33250,38674,49521,54945,22403,27827
268,26/09/2021,Sun,22403,65751,79477,Bhadrapada,Krishna,Panchami,Krittika,Vajra,Kanya,Vrishabha,U.Phalguni,Siddha,Dhumra,60332,65751,44077,49495,54914,60332
269,27/09/2021,Mon,22403,65710,82199,Bhadrapada,Krishna,Shashthi,Rohini,Siddhi,Kanya,Vrishabha,U.Phalguni,Amrita,Vardaman,27816,33230,38643,44056,49470,54883
270,28/09/2021,Tue,22403,65670,85106,Bhadrapada,Krishna,Saptami,Mrigashirsha,Vyatipata,Kanya,Mithuna,Hasta,Siddha,Rakshasa,54853,60261,33220,38628,44036,49445
271,29/09/2021,Wed,22403,65629,0,Bhadrapada,Krishna,Ashtami,Aardra,Variyan,Kanya,Mithuna,Hasta,Siddha,Musala,44016,49419,27806,33210,38613,44016
272,30/09/2021,Thu,22404,65589,1780,Bhadrapada,Krishna,Navami,Punarvasu,Parigha,Kanya,Karka,Hasta,Amrita,Siddha,49395,54793,22404,27802,33200,38598
273,01/10/2021,Fri,22404,65550,4976,Bhadrapada,Krishna,Dashami,Pushya,Shiva,Kanya,Karka,Hasta,Marana,Utpatha,38584,43977,54763,60156,27798,33191
274,02/10/2021,Sat,22405,65510,8239,Bhadrapada,Krishna,Ekadashi,Aslesha,Siddha,Kanya,Karka,Hasta,Marana,Manasa,33182,38570,49346,54734,22405,27794
275,03/10/2021,Sun,22407,65471,11519,Bhadrapada,Krishna,Dvadashi,Magha,Sadhya,Kanya,Simha,Hasta,Marana,Mudgara,60088,65471,43939,49322,54705,60088
276,04/10/2021,Mon,22409,65433,14790,Bhadrapada,Krishna,Trayodashi,P.Phalguni,Shubha,Kanya,Simha,Hasta,Siddha,Dhawaja,27787,33165,38543,43921,49299,54677
277,05/10/2021,Tue,22411,65395,18056,Bhadrapada,Krishna,Chaturdashi,U.Phalguni,Shukla,Kanya,Kanya,Hasta,Amrita,Dhaatru,54649,60022,33157,38530,43903,49276
278,06/10/2021,Wed,22413,65357,21343,Bhadrapada,Krishna,Amavasya,Hasta,Brahma,Kanya,Kanya,Hasta,Marana,Ananda,43885,49253,27781,33149,38517,43885
279,07/10/2021,Thu,22416,65319,24697,Aashvayuja,Shukla,Prathama,Chitra,Vaidhriti,Kanya,Tula,Hasta,Siddha,Chara,49230,54593,22416,27779,33142,38505
280,08/10/2021,Fri,22419,65283,28167,Aashvayuja,Shukla,Dvitiiya,Svaati,Vishkambha,Kanya,Tula,Hasta,Siddha,Gadha,38493,43851,54567,59925,27777,33135
281,09/10/2021,Sat,22422,65246,31783,Aashvayuja,Shukla,Tritiiya,Vishaakha,Priti,Kanya,Vrishchika,Hasta,Siddha,Subha,33128,38481,49187,54540,22422,27775
282,10/10/2021,Sun,22426,65210,35540,Aashvayuja,Shukla,Panchami,Anuraadha,Aayushman,Kanya,Vrishchika,Hasta,Marana,Mrutyu,59862,65210,43818,49166,54514,59862
283,11/10/2021,Mon,22430,65175,39369,Aashvayuja,Shukla,Shashthi,Jyeshtha,Saubhagya,Kanya,Dhanus,Chitra,Siddha,Padma,27773,33116,38459,43802,49146,54489
284,12/10/2021,Tue,22435,65140,43146,Aashvayuja,Shukla,Saptami,Mula,Shobhana,Kanya,Dhanus,Chitra,Amrita,Chatra,54464,59802,33111,38449,43787,49126
