,Date,Vaar,Sunrise,SunSet,Moonrise,Masa,Paksha,Tithi,Nakshatra,Yoga,Sun,Moon,SuryaNakshatra,TamilYoga,AnandadiYoga,Rahukala_Start,Rahukala_end,Yamaganda_Start,Yamaganda_end,Gulikai_Start,Gulikai_end
19,20/01/2021,Wed,24600,65937,42839,Pausha,Shukla,Saptami,Revati,Siddha,Makara,Mesha,U.shada,Marana,Utpatha,45268,50435,29767,34934,40101,45268
20,21/01/2021,Thu,24604,65967,45031,Pausha,Shukla,Ashtami,Ashvini,Sadhya,Makara,Mesha,U.shada,Amrita,Manasa,50456,55626,24604,29775,34945,40115
21,22/01/2021,Fri,24608,65996,47316,Pausha,Shukla,Navami,Bharani,Shubha,Makara,Mesha,U.shada,Siddha,Mudgara,40128,45302,55649,60823,29781,34955
22,23/01/2021,Sat,24610,66025,49754,Pausha,Shukla,Dashami,Krittika,Shukla,Makara,Vrishabha,U.shada,Amrita,Dhawaja,34964,40141,50494,55671,24610,29787
23,24/01/2021,Sun,24611,66054,52399,Pausha,Shukla,Ekadashi,Rohini,Brahma,Makara,Vrishabha,Shravana,Siddha,Dhaatru,60873,66054,45332,50513,55693,60873
24,25/01/2021,Mon,24611,66081,55282,Pausha,Shukla,Dvadashi,Mrigashirsha,Aindra,Makara,Mithuna,Shravana,Amrita,Ananda,29795,34979,40162,45346,50530,55714
25,26/01/2021,Tue,24610,66109,58403,Pausha,Shukla,Trayodashi,Aardra,Vaidhriti,Makara,Mithuna,Shravana,Marana,Chara,55734,60921,34985,40172,45359,50547
26,27/01/2021,Wed,24608,66136,61719,Pausha,Shukla,Chaturdashi,Punarvasu,Vishkambha,Makara,Karka,Shravana,Siddha,Gadha,45372,50563,29799,34990,40181,45372
27,28/01/2021,Thu,24604,66162,65151,Pausha,Shukla,Purnima,Pushya,Priti,Makara,Karka,Shravana,Amrita,Subha,50578,55773,24604,29799,34994,40188
28,29/01/2021,Fri,24600,66188,68609,Pausha,Krishna,Prathama,Aslesha,Aayushman,Makara,Karka,Shravana,Marana,Mrutyu,40195,45394,55791,60989,29798,34997
29,30/01/2021,Sat,24594,66213,72026,Pausha,Krishna,Dvitiiya,Magha,Saubhagya,Makara,Simha,Shravana,Amrita,Padma,34999,40201,50606,55808,24594,29797
30,31/01/2021,Sun,24588,66238,75372,Pausha,Krishna,Tritiiya,P.Phalguni,Shobhana,Makara,Simha,Shravana,Siddha,Chatra,61032,66238,45413,50619,55825,61032
31,01/02/2021,Mon,24580,66262,78661,Pausha,Krishna,Chaturthi,U.Phalguni,Atiganda,Makara,Kanya,Shravana,Siddha,Sreevatsa,29791,35001,40211,45421,50631,55842
32,02/02/2021,Tue,24572,66285,81934,Pausha,Krishna,Panchami,Hasta,Sukarman,Makara,Kanya,Shravana,Siddha,Sowmya,55857,61071,35000,40214,45429,50643
33,03/02/2021,Wed,24562,66308,85242,Pausha,Krishna,Shashthi,Chitra,Shuula,Makara,Tula,Shravana,Siddha,Kaldanda,45435,50654,29780,34999,40217,45435
34,04/02/2021,Thu,24551,66331,0,Pausha,Krishna,Saptami,Svaati,Ganda,Makara,Tula,Shravana,Amrita,Sthira,50664,55886,24551,29774,34996,40219
35,05/02/2021,Fri,24540,66353,2237,Pausha,Krishna,Ashtami,Vishaakha,Vriddhi,Makara,Vrishchika,Shravana,Siddha,Mathanga,40220,45446,55899,61126,29766,34993
36,06/02/2021,Sat,24527,66374,5747,Pausha,Krishna,Navami,Anuraadha,Dhruva,Makara,Vrishchika,Shravana,Siddha,Amrutha,34989,40220,50681,55912,24527,29758
37,07/02/2021,Sun,24514,66395,9362,Pausha,Krishna,Ekadashi,Jyeshtha,Vyaghata,Makara,Dhanus,Dhanishta,Marana,Kala,61159,66395,45454,50689,55924,61159
38,08/02/2021,Mon,24499,66415,13014,Pausha,Krishna,Dvadashi,Mula,Harshana,Makara,Dhanus,Dhanishta,Siddha,Lamba,29738,34978,40217,45457,50696,55936
39,09/02/2021,Tue,24483,66434,16596,Pausha,Krishna,Trayodashi,P.shadha,Vajra,Makara,Makara,Dhanishta,Siddha,Mitra,55946,61190,34971,40215,45459,50703
40,10/02/2021,Wed,24467,66453,19990,Pausha,Krishna,Chaturdashi,U.shada,Siddhi,Makara,Makara,Dhanishta,Amrita,Vajra,45460,50708,29715,34963,40212,45460
41,11/02/2021,Thu,24449,66471,23122,Pausha,Krishna,Amavasya,Shravana,Variyan,Makara,Makara,Dhanishta,Siddha,Dhawaja,50713,55966,24449,29702,34955,40208
42,12/02/2021,Fri,24431,66489,25972,Magha,Shukla,Prathama,Dhanishta,Parigha,Kumbha,Kumbha,Dhanishta,Siddha,Dhaatru,40203,45460,55975,61232,29688,34946
43,13/02/2021,Sat,24412,66506,28567,Magha,Shukla,Dvitiiya,Shatabhisha,Shiva,Kumbha,Kumbha,Dhanishta,Amrita,Ananda,34935,40197,50721,55983,24412,29674
44,14/02/2021,Sun,24392,66523,30964,Magha,Shukla,Tritiiya,P.Bhadrapada,Siddha,Kumbha,Mina,Dhanishta,Siddha,Chara,61256,66523,45457,50723,55990,61256
45,15/02/2021,Mon,24371,66538,33225,Magha,Shukla,Chaturthi,U.Bhadrapada,Sadhya,Kumbha,Mina,Dhanishta,Siddha,Gadha,29642,34913,40184,45454,50725,55996
46,16/02/2021,Tue,24349,66554,35418,Magha,Shukla,Panchami,Revati,Shubha,Kumbha,Mesha,Dhanishta,Siddha,Subha,56002,61278,34900,40176,45451,50727
47,17/02/2021,Wed,24326,66568,37606,Magha,Shukla,Shashthi,Ashvini,Shukla,Kumbha,Mesha,Dhanishta,Marana,Mrutyu,45447,50727,29606,34886,40167,45447
48,18/02/2021,Thu,24302,66583,39850,Magha,Shukla,Shashthi,Bharani,Brahma,Kumbha,Mesha,Dhanishta,Siddha,Padma,50727,56012,24302,29587,34872,40157
49,19/02/2021,Fri,24278,66596,42212,Magha,Shukla,Saptami,Krittika,Aindra,Kumbha,Vrishabha,Dhanishta,Siddha,Chatra,40147,45437,56017,61306,29567,34857
50,20/02/2021,Sat,24252,66609,44744,Magha,Shukla,Ashtami,Rohini,Vaidhriti,Kumbha,Vrishabha,Shatabhisha,Amrita,Sreevatsa,34842,40136,50725,56020,24252,29547
51,21/02/2021,Sun,24226,66622,47491,Magha,Shukla,Navami,Rohini,Vishkambha,Kumbha,Mithuna,Shatabhisha,Siddha,Dhaatru,61322,66622,45424,50723,56023,61322
52,22/02/2021,Mon,24200,66633,50473,Magha,Shukla,Dashami,Mrigashirsha,Priti,Kumbha,Mithuna,Shatabhisha,Amrita,Ananda,29504,34808,40112,45416,50721,56025
53,23/02/2021,Tue,24172,66645,53676,Magha,Shukla,Ekadashi,Aardra,Aayushman,Kumbha,Mithuna,Shatabhisha,Marana,Chara,56027,61336,34790,40099,45408,50717
54,24/02/2021,Wed,24144,66656,57050,Magha,Shukla,Dvadashi,Punarvasu,Saubhagya,Kumbha,Karka,Shatabhisha,Siddha,Gadha,45400,50714,29458,34772,40086,45400
55,25/02/2021,Thu,24115,66666,60516,Magha,Shukla,Trayodashi,Pushya,Shobhana,Kumbha,Karka,Shatabhisha,Amrita,Subha,50709,56028,24115,29434,34753,40071
56,26/02/2021,Fri,24085,66676,63998,Magha,Shukla,Chaturdashi,Aslesha,Atiganda,Kumbha,Simha,Shatabhisha,Marana,Mrutyu,40057,45380,56028,61352,29409,34733
57,27/02/2021,Sat,24055,66685,67447,Magha,Shukla,Purnima,Magha,Sukarman,Kumbha,Simha,Shatabhisha,Amrita,Padma,34712,40041,50699,56027,24055,29384
58,28/02/2021,Sun,24024,66694,70852,Magha,Krishna,Prathama,P.Phalguni,Dhriti,Kumbha,Kanya,Shatabhisha,Siddha,Chatra,61360,66694,45359,50693,56026,61360
59,01/03/2021,Mon,23992,66702,74234,Magha,Krishna,Dvitiiya,U.Phalguni,Shuula,Kumbha,Kanya,Shatabhisha,Siddha,Sreevatsa,29331,34670,40009,45347,50686,56025
60,02/03/2021,Tue,23960,66710,77631,Magha,Krishna,Chaturthi,Chitra,Ganda,Kumbha,Tula,Shatabhisha,Siddha,Dwanksha,56023,61367,34648,39992,45335,50679
61,03/03/2021,Wed,23928,66718,81088,Magha,Krishna,Panchami,Svaati,Dhruva,Kumbha,Tula,Shatabhisha,Siddha,Dhumra,45323,50672,29277,34625,39974,45323
62,04/03/2021,Thu,23895,66725,84630,Magha,Krishna,Shashthi,Vishaakha,Vyaghata,Kumbha,Vrishchika,Shatabhisha,Siddha,Vardaman,50664,56018,23895,29249,34602,39956
63,05/03/2021,Fri,23861,66732,0,Magha,Krishna,Saptami,Anuraadha,Harshana,Kumbha,Vrishchika,P.Bhadrapada,Siddha,Rakshasa,39938,45297,56014,61373,29220,34579
64,06/03/2021,Sat,23827,66738,1850,Magha,Krishna,Ashtami,Jyeshtha,Vajra,Kumbha,Dhanus,P.Bhadrapada,Siddha,Musala,34555,39919,50647,56011,23827,29191
65,07/03/2021,Sun,23793,66745,5493,Magha,Krishna,Navami,Mula,Siddhi,Kumbha,Dhanus,P.Bhadrapada,Amrita,Siddha,61376,66745,45269,50638,56007,61376
66,08/03/2021,Mon,23758,66750,9065,Magha,Krishna,Dashami,P.shadha,Vyatipata,Kumbha,Dhanus,P.Bhadrapada,Marana,Utpatha,29132,34506,39880,45254,50628,56002
67,09/03/2021,Tue,23722,66756,12463,Magha,Krishna,Ekadashi,U.shada,Variyan,Kumbha,Makara,P.Bhadrapada,Marana,Manasa,55998,61377,34481,39860,45239,50618
68,10/03/2021,Wed,23687,66761,15616,Magha,Krishna,Dvadashi,Shravana,Parigha,Kumbha,Makara,P.Bhadrapada,Siddha,Chatra,45224,50608,29071,34455,39840,45224
69,11/03/2021,Thu,23651,66766,18498,Magha,Krishna,Trayodashi,Dhanishta,Shiva,Kumbha,Kumbha,P.Bhadrapada,Siddha,Sreevatsa,50598,55987,23651,29040,34430,39819
70,12/03/2021,Fri,23614,66771,21131,Magha,Krishna,Chaturdashi,Shatabhisha,Siddha,Kumbha,Kumbha,P.Bhadrapada,Siddha,Sowmya,39798,45193,55982,61376,29009,34403
71,13/03/2021,Sat,23578,66775,23563,Magha,Krishna,Amavasya,P.Bhadrapada,Sadhya,Kumbha,Mina,P.Bhadrapada,Marana,Kaldanda,34377,39777,50576,55976,23578,28977
72,14/03/2021,Sun,23541,66779,25850,Phalguna,Shukla,Prathama,U.Bhadrapada,Shubha,Mina,Mina,P.Bhadrapada,Amrita,Sthira,61375,66779,45160,50565,55970,61375
73,15/03/2021,Mon,23503,66783,28056,Phalguna,Shukla,Dvitiiya,Revati,Shukla,Mina,Mina,P.Bhadrapada,Siddha,Mathanga,28913,34323,39733,45143,50553,55963
74,16/03/2021,Tue,23466,66787,30240,Phalguna,Shukla,Tritiiya,Ashvini,Brahma,Mina,Mesha,P.Bhadrapada,Siddha,Amrutha,55957,61372,34296,39711,45127,50542
75,17/03/2021,Wed,23428,66791,32459,Phalguna,Shukla,Chaturthi,Ashvini,Aindra,Mina,Mesha,P.Bhadrapada,Marana,Mrutyu,45109,50530,28849,34269,39689,45109
76,18/03/2021,Thu,23390,66794,34769,Phalguna,Shukla,Panchami,Bharani,Vaidhriti,Mina,Vrishabha,U.Bhadrapada,Siddha,Padma,50518,55943,23390,28816,34241,39667
77,19/03/2021,Fri,23352,66797,37219,Phalguna,Shukla,Shashthi,Krittika,Vishkambha,Mina,Vrishabha,U.Bhadrapada,Siddha,Chatra,39644,45075,55936,61366,28783,34213
78,20/03/2021,Sat,23314,66800,39854,Phalguna,Shukla,Saptami,Rohini,Priti,Mina,Vrishabha,U.Bhadrapada,Amrita,Sreevatsa,34185,39621,50493,55929,23314,28750
79,21/03/2021,Sun,23275,66803,42698,Phalguna,Shukla,Saptami,Mrigashirsha,Aayushman,Mina,Mithuna,U.Bhadrapada,Siddha,Sowmya,61362,66803,45039,50480,55921,61362
80,22/03/2021,Mon,23237,66806,45754,Phalguna,Shukla,Ashtami,Aardra,Saubhagya,Mina,Mithuna,U.Bhadrapada,Siddha,Kaldanda,28683,34129,39575,45021,50467,55913
81,23/03/2021,Tue,23198,66808,48992,Phalguna,Shukla,Navami,Punarvasu,Shobhana,Mina,Karka,U.Bhadrapada,Siddha,Sthira,55906,61357,34101,39552,45003,50455
82,24/03/2021,Wed,23160,66811,52356,Phalguna,Shukla,Dashami,Pushya,Atiganda,Mina,Karka,U.Bhadrapada,Siddha,Mathanga,44985,50442,28616,34072,39529,44985
83,25/03/2021,Thu,23121,66813,55783,Phalguna,Shukla,Ekadashi,Aslesha,Sukarman,Mina,Simha,U.Bhadrapada,Siddha,Amrutha,50429,55890,23121,28582,34044,39505
84,26/03/2021,Fri,23082,66816,59223,Phalguna,Shukla,Dvadashi,Magha,Dhriti,Mina,Simha,U.Bhadrapada,Marana,Kala,39482,44949,55882,61349,28549,34015
85,27/03/2021,Sat,23043,66818,62656,Phalguna,Shukla,Chaturdashi,P.Phalguni,Ganda,Mina,Simha,U.Bhadrapada,Siddha,Lamba,33987,39459,50402,55874,23043,28515
86,28/03/2021,Sun,23004,66820,66091,Phalguna,Shukla,Purnima,U.Phalguni,Vriddhi,Mina,Kanya,U.Bhadrapada,Amrita,Mitra,61343,66820,44912,50389,55866,61343
87,29/03/2021,Mon,22966,66823,69561,Phalguna,Krishna,Prathama,Hasta,Dhruva,Mina,Kanya,U.Bhadrapada,Siddha,Vajra,28448,33930,39412,44894,50376,55858
88,30/03/2021,Tue,22927,66825,73105,Phalguna,Krishna,Dvitiiya,Chitra,Vyaghata,Mina,Tula,U.Bhadrapada,Siddha,Dwanksha,55851,61338,33902,39389,44876,50363
89,31/03/2021,Wed,22889,66828,76748,Phalguna,Krishna,Tritiiya,Svaati,Harshana,Mina,Tula,U.Bhadrapada,Siddha,Dhumra,44858,50350,28381,33873,39366,44858
90,01/04/2021,Thu,22850,66830,80483,Phalguna,Krishna,Chaturthi,Vishaakha,Siddhi,Mina,Vrishchika,Revati,Siddha,Vardaman,50338,55835,22850,28348,33845,39343
91,02/04/2021,Fri,22812,66833,84250,Phalguna,Krishna,Panchami,Jyeshtha,Vyatipata,Mina,Vrishchika,Revati,Marana,Chara,39320,44822,55828,61330,28315,33817
92,03/04/2021,Sat,22774,66835,0,Phalguna,Krishna,Saptami,Mula,Variyan,Mina,Dhanus,Revati,Siddha,Gadha,33789,39297,50312,55820,22774,28282
93,04/04/2021,Sun,22736,66838,1545,Phalguna,Krishna,Ashtami,P.shadha,Parigha,Mina,Dhanus,Revati,Siddha,Subha,61326,66838,44787,50300,55813,61326
94,05/04/2021,Mon,22699,66841,5052,Phalguna,Krishna,Navami,U.shada,Shiva,Mina,Makara,Revati,Marana,Mrutyu,28217,33734,39252,44770,50288,55806
95,06/04/2021,Tue,22662,66844,8289,Phalguna,Krishna,Dashami,Shravana,Siddha,Mina,Makara,Revati,Siddha,Lamba,55799,61322,33707,39230,44753,50276
96,07/04/2021,Wed,22625,66848,11230,Phalguna,Krishna,Ekadashi,Dhanishta,Sadhya,Mina,Kumbha,Revati,Marana,Mitra,44736,50264,28152,33680,39208,44736
97,08/04/2021,Thu,22588,66851,13900,Phalguna,Krishna,Dvadashi,Shatabhisha,Shubha,Mina,Kumbha,Revati,Marana,Vajra,50252,55785,22588,28121,33654,39187
98,09/04/2021,Fri,22551,66855,16348,Phalguna,Krishna,Trayodashi,P.Bhadrapada,Shukla,Mina,Kumbha,Revati,Siddha,Dwanksha,39165,44703,55779,61317,28089,33627
99,10/04/2021,Sat,22515,66859,18640,Phalguna,Krishna,Chaturdashi,P.Bhadrapada,Brahma,Mina,Mina,Revati,Marana,Kaldanda,33601,39144,50230,55773,22515,28058
100,11/04/2021,Sun,22480,66863,20837,Phalguna,Krishna,Amavasya,U.Bhadrapada,Aindra,Mina,Mina,Revati,Amrita,Sthira,61315,66863,44671,50219,55767,61315
101,12/04/2021,Mon,22444,66867,23001,Phalguna,Krishna,Amavasya,Revati,Vaidhriti,Mina,Mesha,Revati,Siddha,Mathanga,27997,33550,39103,44656,50209,55761
102,13/04/2021,Tue,22409,66872,25190,Chaitra,Shukla,Prathama,Ashvini,Vishkambha,Mina,Mesha,Revati,Siddha,Amrutha,55756,61314,33525,39083,44640,50198
103,14/04/2021,Wed,22375,66876,27456,Chaitra,Shukla,Dvitiiya,Bharani,Priti,Mesha,Mesha,Ashvini,Siddha,Kala,44626,50188,27937,33500,39063,44626
104,15/04/2021,Thu,22341,66881,29849,Chaitra,Shukla,Tritiiya,Krittika,Aayushman,Mesha,Vrishabha,Ashvini,Marana,Lamba,50179,55746,22341,27908,33476,39043
105,16/04/2021,Fri,22307,66887,32409,Chaitra,Shukla,Chaturthi,Rohini,Saubhagya,Mesha,Vrishabha,Ashvini,Marana,Mitra,39024,44597,55742,61314,27879,33452
106,17/04/2021,Sat,22274,66892,35160,Chaitra,Shukla,Panchami,Mrigashirsha,Shobhana,Mesha,Mithuna,Ashvini,Siddha,Vajra,33428,39006,50160,55737,22274,27851
107,18/04/2021,Sun,22241,66898,38106,Chaitra,Shukla,Shashthi,Aardra,Atiganda,Mesha,Mithuna,Ashvini,Siddha,Dwanksha,61316,66898,44569,50151,55734,61316
108,19/04/2021,Mon,22209,66904,41223,Chaitra,Shukla,Saptami,Punarvasu,Sukarman,Mesha,Mithuna,Ashvini,Amrita,Dhumra,27796,33383,38969,44556,50143,55730
109,20/04/2021,Tue,22177,66910,44464,Chaitra,Shukla,Ashtami,Punarvasu,Dhriti,Mesha,Karka,Ashvini,Siddha,Sthira,55727,61319,33360,38952,44544,50135
110,21/04/2021,Wed,22146,66917,47775,Chaitra,Shukla,Navami,Pushya,Shuula,Mesha,Karka,Ashvini,Siddha,Mathanga,44531,50128,27742,33339,38935,44531
111,22/04/2021,Thu,22115,66924,51112,Chaitra,Shukla,Dashami,Aslesha,Ganda,Mesha,Simha,Ashvini,Siddha,Amrutha,50120,55722,22115,27716,33317,38918
112,23/04/2021,Fri,22085,66931,54456,Chaitra,Shukla,Ekadashi,Magha,Vriddhi,Mesha,Simha,Ashvini,Marana,Kala,38902,44508,55719,61325,27691,33296
113,24/04/2021,Sat,22056,66938,57817,Chaitra,Shukla,Dvadashi,P.Phalguni,Dhruva,Mesha,Kanya,Ashvini,Siddha,Lamba,33276,38887,50107,55718,22056,27666
114,25/04/2021,Sun,22027,66946,61230,Chaitra,Shukla,Trayodashi,Hasta,Vyaghata,Mesha,Kanya,Ashvini,Amrita,Manasa,61331,66946,44486,50101,55716,61331
115,26/04/2021,Mon,21998,66954,64741,Chaitra,Shukla,Chaturdashi,Chitra,Vajra,Mesha,Tula,Ashvini,Marana,Mudgara,27618,33237,38857,44476,50096,55715
116,27/04/2021,Tue,21971,66963,68393,Chaitra,Shukla,Purnima,Svaati,Siddhi,Mesha,Tula,Ashvini,Siddha,Dhawaja,55715,61339,33219,38843,44467,50091
117,28/04/2021,Wed,21944,66972,72194,Chaitra,Krishna,Dvitiiya,Vishaakha,Vyatipata,Mesha,Vrishchika,Bharani,Siddha,Dhaatru,44458,50086,27572,33201,38829,44458
118,29/04/2021,Thu,21917,66981,76101,Chaitra,Krishna,Tritiiya,Anuraadha,Variyan,Mesha,Vrishchika,Bharani,Siddha,Ananda,50082,55715,21917,27550,33183,38816
119,30/04/2021,Fri,21892,66990,79996,Chaitra,Krishna,Chaturthi,Jyeshtha,Parigha,Mesha,Dhanus,Bharani,Marana,Chara,38804,44441,55716,61353,27529,33166
120,01/05/2021,Sat,21867,67000,83732,Chaitra,Krishna,Panchami,Mula,Siddha,Mesha,Dhanus,Bharani,Siddha,Gadha,33150,38792,50075,55717,21867,27509
121,02/05/2021,Sun,21843,67011,0,Chaitra,Krishna,Shashthi,P.shadha,Sadhya,Mesha,Makara,Bharani,Siddha,Subha,61365,67011,44427,50073,55719,61365
122,03/05/2021,Mon,21819,67021,782,Chaitra,Krishna,Saptami,U.shada,Shubha,Mesha,Makara,Bharani,Marana,Kala,27470,33120,38770,44420,50071,55721
123,04/05/2021,Tue,21797,67032,3892,Chaitra,Krishna,Ashtami,Shravana,Shukla,Mesha,Kumbha,Bharani,Siddha,Lamba,55724,61378,33106,38760,44415,50069
124,05/05/2021,Wed,21775,67044,6678,Chaitra,Krishna,Navami,Dhanishta,Brahma,Mesha,Kumbha,Bharani,Marana,Mitra,44409,50068,27433,33092,38751,44409
125,06/05/2021,Thu,21754,67056,9196,Chaitra,Krishna,Dashami,Shatabhisha,Aindra,Mesha,Kumbha,Bharani,Marana,Vajra,50067,55730,21754,27416,33079,38742
126,07/05/2021,Fri,21733,67068,11520,Chaitra,Krishna,Ekadashi,P.Bhadrapada,Vaidhriti,Mesha,Mina,Bharani,Siddha,Dwanksha,38734,44401,55734,61401,27400,33067
127,08/05/2021,Sat,21714,67080,13722,Chaitra,Krishna,Dvadashi,U.Bhadrapada,Vishkambha,Mesha,Mina,Bharani,Siddha,Dhumra,33055,38726,50068,55739,21714,27385
128,09/05/2021,Sun,21695,67093,15870,Chaitra,Krishna,Trayodashi,Revati,Priti,Mesha,Mesha,Bharani,Amrita,Vardaman,61419,67093,44394,50069,55744,61419
129,10/05/2021,Mon,21677,67106,18026,Chaitra,Krishna,Chaturdashi,Ashvini,Aayushman,Mesha,Mesha,Bharani,Siddha,Rakshasa,27356,33035,38713,44392,50071,55749
130,11/05/2021,Tue,21660,67120,20249,Chaitra,Krishna,Amavasya,Bharani,Saubhagya,Mesha,Mesha,Bharani,Siddha,Musala,55755,61438,33025,38708,44390,50073
131,12/05/2021,Wed,21644,67134,22590,Vaishakha,Shukla,Prathama,Krittika,Shobhana,Mesha,Vrishabha,Krittika,Amrita,Siddha,44389,50075,27330,33016,38703,44389
132,13/05/2021,Thu,21629,67148,25092,Vaishakha,Shukla,Dvitiiya,Rohini,Atiganda,Mesha,Vrishabha,Krittika,Marana,Utpatha,50078,55768,21629,27318,33008,38698
133,14/05/2021,Fri,21614,67163,27782,Vaishakha,Shukla,Tritiiya,Mrigashirsha,Sukarman,Vrishabha,Mithuna,Krittika,Siddha,Manasa,38695,44388,55775,61469,27308,33001
134,15/05/2021,Sat,21600,67177,30664,Vaishakha,Shukla,Tritiiya,Mrigashirsha,Dhriti,Vrishabha,Mithuna,Krittika,Siddha,Vajra,32994,38692,50086,55783,21600,27297
135,16/05/2021,Sun,21587,67192,33716,Vaishakha,Shukla,Chaturthi,Aardra,Shuula,Vrishabha,Mithuna,Krittika,Siddha,Dwanksha,61492,67192,44390,50090,55791,61492
136,17/05/2021,Mon,21575,67208,36888,Vaishakha,Shukla,Panchami,Punarvasu,Ganda,Vrishabha,Karka,Krittika,Amrita,Dhumra,27279,32983,38687,44391,50096,55800
137,18/05/2021,Tue,21564,67223,40121,Vaishakha,Shukla,Shashthi,Pushya,Vriddhi,Vrishabha,Karka,Krittika,Siddha,Vardaman,55808,61516,32979,38686,44394,50101
138,19/05/2021,Wed,21553,67239,43366,Vaishakha,Shukla,Saptami,Aslesha,Dhruva,Vrishabha,Simha,Krittika,Siddha,Rakshasa,44396,50107,27264,32975,38686,44396
139,20/05/2021,Thu,21544,67255,46601,Vaishakha,Shukla,Ashtami,Magha,Vyaghata,Vrishabha,Simha,Krittika,Amrita,Musala,50113,55827,21544,27258,32972,38686
140,21/05/2021,Fri,21535,67271,49834,Vaishakha,Shukla,Navami,P.Phalguni,Harshana,Vrishabha,Kanya,Krittika,Siddha,Siddha,38686,44403,55837,61554,27252,32969
141,22/05/2021,Sat,21527,67288,53101,Vaishakha,Shukla,Dashami,U.Phalguni,Vajra,Vrishabha,Kanya,Krittika,Marana,Utpatha,32967,38687,50128,55848,21527,27247
142,23/05/2021,Sun,21520,67304,56456,Vaishakha,Shukla,Ekadashi,Hasta,Siddhi,Vrishabha,Tula,Krittika,Amrita,Manasa,61581,67304,44412,50135,55858,61581
